4.38001	0.10647
4.39001	0.10038
4.40001	0.0944501
4.41001	0.0886824
4.42001	0.0830792
4.43001	0.0776428
4.44001	0.0723753
4.45001	0.0672789
4.46001	0.0623556
4.47001	0.0576073
4.48001	0.053036
4.49001	0.0486435
4.50001	0.0444315
4.51001	0.0404018
4.52001	0.0365559
4.53001	0.0328954
4.54001	0.0294217
4.55001	0.0261362
4.56001	0.0230404
4.57001	0.0201352
4.58001	0.0174221
4.59001	0.014902
4.60001	0.0125759
4.61001	0.0104448
4.62001	0.00850947
4.63001	0.00677078
4.64001	0.00522939
4.65001	0.0038859
4.66001	0.00274086
4.67001	0.00179473
4.68001	0.00104789
4.69001	0.000500625
4.70001	0.000153165
4.71001	5.64569e-06
4.72001	5.81267e-05
4.73001	0.000310587
4.74001	0.000762925
4.75001	0.00141496
4.76001	0.00226643
4.77001	0.003317
4.78001	0.00456625
4.79001	0.00601367
4.80001	0.00765868
4.81002	0.00950064
4.82002	0.0115388
4.83002	0.0137723
4.84002	0.0162004
4.85002	0.0188219
4.86002	0.021636
4.87002	0.0246414
4.88002	0.0278369
4.89002	0.0312213
4.90002	0.0347932
4.91002	0.0385512
4.92002	0.0424938
4.93002	0.0466193
4.94002	0.0509263
4.95002	0.0554128
4.96002	0.0600772
4.97002	0.0649176
4.98002	0.069932
4.99002	0.0751185
5.00002	0.0804749
5.01002	0.0859991
5.02002	0.0916889
5.03002	0.097542
5.04002	0.103556
5.05002	0.109729
5.06002	0.116058
5.07002	0.12254
5.08002	0.129173
5.09002	0.135955
5.10002	0.142882
5.11002	0.149953
5.12002	0.157163
5.13002	0.16451
5.14002	0.171992
5.15002	0.179604
5.16002	0.187345
5.17002	0.195211
5.18002	0.203199
5.19002	0.211306
5.20002	0.219528
5.21002	0.227862
5.22002	0.236305
5.23002	0.244854
5.24003	0.253504
5.25003	0.262254
5.26003	0.271098
5.27003	0.280034
5.28003	0.289058
5.29003	0.298166
5.30003	0.307355
5.31003	0.316621
5.32003	0.325961
5.33003	0.33537
5.34003	0.344845
5.35003	0.354382
5.36003	0.363977
5.37003	0.373627
5.38003	0.383327
5.39003	0.393074
5.40003	0.402863
